Image,Bbox,Confidence
4430,"[[    0.78271     0.41515     0.38446     0.19579]
 [     0.3862     0.37893     0.39252     0.24814]]",[    0.88622     0.79286]
4431,"[[    0.30382     0.48655     0.33701     0.15224]
 [    0.60501     0.49678     0.25542     0.17768]
 [    0.87419     0.46033     0.22602     0.14631]]",[    0.85414     0.85111     0.85059]
4436,"[[    0.76133     0.29387     0.27853     0.17009]
 [    0.51633     0.32441      0.2055     0.12541]
 [    0.16627      0.3295     0.32342     0.12516]]",[    0.84485     0.83544     0.70589]
465,"[[    0.41036     0.60947     0.12594    0.062786]
 [    0.19811     0.60695     0.20052    0.068068]
 [    0.82752     0.28121     0.19795    0.060148]
 [    0.67425     0.58642     0.11236    0.062271]
 [    0.22833     0.14271    0.092014    0.040636]
 [    0.92113     0.58986     0.15775    0.061886]
 [    0.51466     0.59591     0.09017    0.047012]]",[    0.85985     0.78882     0.77818     0.74313     0.60933     0.49282     0.47322]
469,"[[    0.77083     0.46365     0.39115     0.12863]
 [    0.20865     0.41927     0.29283    0.074551]
 [    0.12866     0.60558     0.14254     0.12284]
 [    0.61566     0.46468      0.3808     0.12735]
 [    0.83144     0.68345     0.22485    0.082802]]",[     0.8392     0.82923     0.80532     0.71286     0.57309]
493,"[[    0.83676     0.34242      0.2833     0.17353]
 [    0.83478     0.15007     0.16632    0.051657]
 [    0.54814     0.34658     0.29453     0.13269]
 [     0.2542     0.28854     0.27948     0.24271]]",[    0.80805     0.80624     0.73246     0.65402]
521,"[[    0.18645      0.3779     0.24354     0.13024]
 [    0.83666     0.39832     0.25804     0.19332]
 [    0.57537     0.49839     0.23903    0.050692]
 [    0.55949     0.37929     0.12026      0.1394]]",[    0.81963     0.81774     0.70594     0.54659]
536,"[[    0.39245     0.45394     0.21587     0.18338]
 [    0.79167     0.59665    0.052975    0.046104]]",[    0.86931      0.4289]
556,"[[    0.27043     0.28813     0.22748    0.064901]
 [    0.76411     0.37238     0.12085    0.043251]
 [   0.063058     0.37343    0.097904    0.040969]
 [    0.44708      0.4177    0.047724    0.049976]
 [    0.67865     0.36202    0.061788    0.042213]
 [    0.51563     0.38856    0.086982    0.047456]
 [    0.61782     0.37977    0.058428    0.045623]]",[     0.8257     0.81828     0.72782     0.68082     0.65884     0.65286     0.62779]
562,"[[    0.24638     0.26667     0.26881     0.17376]
 [   0.036184     0.89427    0.072369     0.18666]
 [    0.67752     0.49801     0.27677    0.062289]
 [    0.42299     0.63644     0.11636     0.17217]]",[    0.85354     0.69588     0.60374     0.45988]
577,"[[    0.80268     0.28417     0.36232     0.16785]
 [    0.38933     0.29457     0.37034     0.14482]
 [    0.55541     0.29559     0.15992     0.12716]]",[    0.85352     0.61237     0.53774]
580,"[[     0.4786     0.42383     0.34304     0.24391]
 [    0.21303     0.56193      0.1074     0.22944]
 [    0.45575     0.58933     0.37163     0.10577]]",[    0.86212     0.43484     0.39438]
59,"[[    0.52092     0.57631     0.26062    0.062803]
 [    0.40194     0.77615     0.13869    0.057272]
 [    0.55654     0.79757    0.089729    0.043384]]",[    0.74839     0.71811     0.64661]
647,"[[    0.54212     0.52365     0.38666     0.12069]
 [    0.41025     0.51902     0.37037     0.13187]]",[    0.77894     0.62159]
658,"[[    0.44384     0.29327     0.27151     0.09113]
 [    0.20975     0.28948     0.11715    0.074599]
 [    0.63327      0.2905     0.10671    0.086931]
 [    0.36377     0.21774     0.11312    0.067416]
 [    0.54381     0.71877    0.088969    0.049707]]",[    0.86515     0.76674     0.74561     0.57612     0.40317]
666,"[[    0.64769     0.30028     0.37126       0.314]
 [    0.96624     0.53107    0.067309      0.1303]
 [     0.4293     0.32101     0.35755     0.26468]]",[    0.80287     0.59334     0.53234]
679,"[[    0.32754     0.77222     0.33292    0.066733]
 [    0.53938     0.52777     0.38817    0.064411]
 [    0.24607     0.14541    0.051272     0.12707]
 [    0.51441     0.43932     0.37592    0.073448]
 [    0.80748     0.69467     0.12552     0.09822]
 [    0.93426      0.7088     0.13148    0.070093]
 [    0.41879     0.28335     0.24992    0.048039]
 [    0.62839     0.29252     0.16953    0.048017]
 [    0.18206      0.5113     0.18886    0.053237]
 [    0.60522     0.21432     0.20808    0.073411]
 [     0.3653     0.64172    0.021778     0.18291]
 [   0.022301     0.77203    0.044601    0.070671]
 [   0.061816     0.63183     0.08718    0.079487]]",[    0.89154     0.83525      0.8222     0.78692     0.78613     0.73929     0.69695     0.69051     0.60464     0.60241     0.52209     0.50562     0.41752]
736,"[[    0.83183     0.88735     0.33634      0.2253]
 [    0.46221     0.43719     0.37805     0.12829]
 [    0.81162     0.50224     0.37332     0.35279]
 [    0.45311     0.88122    0.053502     0.23755]]",[    0.74761     0.52672     0.48929      0.4476]
743,"[[    0.40072     0.59536     0.18659    0.080608]
 [    0.16746     0.60389      0.2219    0.072144]
 [    0.61284     0.51732     0.22707    0.088343]
 [     0.8407     0.59168     0.21896    0.085008]
 [    0.66787     0.60057     0.12518    0.085497]]",[     0.8333     0.81887     0.78862     0.78067     0.58021]
747,[[     0.6958     0.41574     0.38457    0.085345]],[    0.68975]
765,"[[     0.6493      0.4721     0.20479     0.22389]
 [    0.37831     0.43433     0.14701     0.06779]
 [    0.43334     0.62997     0.11536    0.036653]]",[    0.75701     0.55261     0.41153]
769,"[[    0.66831     0.75066     0.25249    0.084244]
 [    0.89462     0.74461     0.20871    0.089758]
 [    0.21915      0.7429     0.10495    0.083803]
 [    0.63424     0.45073     0.24515    0.085801]
 [    0.44568     0.68737    0.071627    0.063537]
 [    0.35681      0.7084    0.094979    0.074206]
 [    0.30843     0.51297     0.36493     0.10593]
 [    0.95229     0.44629    0.095429    0.063471]
 [    0.85494     0.66365     0.15804    0.082325]
 [   0.055726     0.57467     0.11124    0.061739]
 [    0.62039     0.37587    0.079143    0.079223]]",[    0.84436     0.75628     0.74601     0.74006     0.71217     0.69313     0.66917      0.5967     0.58257      0.5792     0.54678]
77,"[[    0.82484     0.72471     0.18461     0.14942]
 [    0.51956     0.53294     0.31649     0.22431]]",[    0.75364     0.75311]
772,"[[   0.075901     0.17184      0.1518     0.28667]
 [    0.71301        0.53     0.31613     0.20311]
 [     0.3634     0.15707     0.38298     0.22451]
 [   0.092948     0.37677      0.1859     0.22875]]",[    0.73154     0.65466     0.61205      0.5266]
778,"[[     0.5714     0.71185     0.17941    0.069085]
 [    0.75481     0.72452     0.13956    0.080971]
 [    0.32994     0.65143     0.22811     0.14121]
 [    0.74893     0.57957     0.17421     0.12676]]",[    0.68793       0.576     0.57018     0.45435]
793,"[[    0.65716     0.40331     0.31712      0.1273]
 [    0.66495     0.61275     0.14277    0.037984]
 [    0.32141     0.46073    0.099433     0.11437]
 [    0.96488     0.48577    0.070169     0.14531]
 [    0.24474     0.46391    0.072513     0.11445]]",[    0.82314     0.80496     0.56622     0.54344     0.53041]
803,"[[   0.045352     0.52668    0.090703    0.058374]
 [    0.46823     0.39173     0.17022     0.05204]
 [    0.46905      0.4847     0.17117    0.056498]
 [   0.070056     0.13794     0.14011    0.053354]
 [    0.66964     0.51516    0.052114    0.039651]]",[    0.77225     0.73572     0.71997     0.60082     0.40143]
812,[[    0.25235     0.44175     0.38544     0.31585]],[    0.77317]
815,"[[    0.33982     0.43071     0.14209    0.063306]
 [    0.68287      0.3263     0.19917    0.079134]
 [    0.68842     0.19002     0.19281      0.1827]
 [    0.74227     0.50282     0.10874     0.05811]
 [    0.92631     0.24987      0.1053     0.05861]
 [    0.95287     0.46457    0.094266    0.072526]
 [    0.61602     0.49943     0.14526    0.050516]
 [    0.34181     0.50372     0.14151    0.082151]
 [    0.21112     0.48972      0.1204    0.063879]
 [   0.070814     0.49618     0.14163    0.089669]
 [    0.92595     0.30685     0.11794    0.062151]
 [    0.48176     0.46331      0.1123    0.043907]]",[    0.86833      0.8559     0.84495     0.83843     0.80494     0.79245     0.78611     0.72494     0.64545     0.63649     0.54101      0.5182]
821,"[[   0.091873     0.48939     0.18345     0.08487]
 [    0.91794     0.47493     0.16403    0.065206]
 [    0.23986     0.11265     0.15227    0.053096]
 [    0.63308     0.30798     0.38579    0.096756]
 [    0.48959     0.30897     0.38158    0.094284]
 [    0.90813     0.54129     0.14615    0.032314]]",[     0.8398     0.81917     0.78916     0.78465     0.41903     0.39024]
838,"[[     0.6304      0.4298     0.37829     0.15173]
 [    0.94394     0.41402     0.11193      0.1483]
 [     0.4308     0.44474     0.27473     0.13786]]",[    0.82019     0.80687     0.71433]
964,"[[    0.82168     0.46895     0.20707     0.05951]
 [    0.33386     0.36566     0.33611    0.058265]
 [    0.74646      0.3501     0.29405    0.050504]
 [    0.57326     0.45958    0.044928    0.032373]
 [    0.31453     0.47924     0.08848    0.023381]]",[    0.77191      0.7528      0.6803      0.4305     0.39924]
965,"[[    0.61758     0.54958      0.3456     0.12245]
 [     0.2412     0.58882     0.25862     0.10603]
 [    0.89647     0.53762     0.20635     0.13177]
 [    0.28232     0.48062     0.26301     0.10515]
 [     0.1987     0.94732      0.3783     0.10535]]",[    0.87738     0.85643     0.82904     0.76888     0.48618]
968,"[[    0.73709      0.2971     0.38564    0.090482]
 [    0.34378     0.50802     0.10441    0.040031]
 [    0.30904     0.30443     0.38031    0.084724]]",[    0.84924     0.74813     0.64203]
972,[[    0.45443     0.48533     0.31186     0.27659]],[    0.78797]
984,"[[    0.94421     0.47822     0.11157    0.065426]
 [    0.32669     0.41675     0.37541     0.11183]]",[    0.53708     0.51576]
989,"[[    0.23851     0.52198     0.37605    0.078025]
 [    0.94525     0.44456     0.10951    0.072944]
 [    0.70864     0.21823     0.37595     0.13079]]",[    0.70361      0.6889     0.66062]
991,[[    0.47789     0.48857      0.2318     0.13515]],[    0.82297]
ID_01,"[[     0.3661     0.48189     0.25549      0.3048]
 [     0.7052     0.55297     0.29778     0.28127]]",[    0.77751     0.77346]
ID_06,[[    0.39674     0.48429     0.27983     0.15489]],[    0.71002]
ID_07,"[[    0.71935     0.78893     0.26323    0.096185]
 [    0.18098     0.79615     0.23544    0.085955]
 [    0.10521     0.59896     0.21043    0.099866]
 [    0.25571     0.58379    0.082659     0.10381]
 [    0.77676     0.54304     0.13293     0.10137]
 [    0.62349     0.54807     0.16739     0.11479]
 [    0.51415     0.57035     0.37579    0.094756]]",[    0.87411     0.86479     0.76877     0.63684     0.62207     0.61872     0.48037]
ID_08,[[     0.4313      0.5165     0.32222     0.35018]],[    0.65978]
ID_09,"[[    0.64165     0.53562     0.34672     0.17257]
 [    0.24879     0.55765     0.38951     0.23758]]",[    0.86231     0.84922]
ID_18,"[[    0.56711     0.35273      0.1712     0.14529]
 [    0.32261     0.42741     0.32601      0.1588]
 [    0.37405     0.90037     0.37217     0.13104]]",[    0.61092     0.57393      0.5582]
ID_23,"[[      0.811      0.9615     0.37799    0.076994]
 [     0.5577     0.15198     0.17676     0.14507]
 [    0.30415     0.38248     0.33529     0.37093]]",[    0.52423     0.44431     0.41766]
